moa,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
2,False,True,0.8243071262048492,True,0.9266768525592056,True,0.5162198509451635,RandomForest,RandomForest,True,0.9266768525592056
0,False,False,0.3842980809550467,False,0.27776456343280786,False,0.4958492787457073,RandomForest,RandomForest,False,0.27776456343280786
1,True,True,0.7311183778983644,True,1.0,True,0.9999996990092368,RandomForest,RandomForest,True,1.0
0,False,False,0.3856296062324513,False,0.2889016643784902,False,0.4971243933184578,RandomForest,RandomForest,False,0.2889016643784902
0,False,False,0.3339195435523377,False,0.2540042739158007,False,0.49688771586728403,RandomForest,RandomForest,False,0.2540042739158007
0,False,False,0.3936113475037311,False,0.29528305646634484,False,0.4928966822062582,RandomForest,RandomForest,False,0.29528305646634484
0,False,False,0.4185614415401549,False,0.2532463500785868,False,0.496499612560622,RandomForest,RandomForest,False,0.2532463500785868
0,False,False,0.3899409036847712,False,0.2580837822148119,False,0.4953306893311543,RandomForest,RandomForest,False,0.2580837822148119
0,False,False,0.3956861533093208,False,0.3578897440594508,False,0.4956996780696197,RandomForest,RandomForest,False,0.3578897440594508
0,True,False,0.3377742357202829,False,0.16565695716858508,False,0.495038566799272,RandomForest,RandomForest,False,0.16565695716858508
2,True,True,0.6944414683497131,True,0.7165873015873016,True,0.5049399170690831,RandomForest,RandomForest,True,0.7165873015873016
0,False,False,0.4225944925203648,False,0.25755348454904964,False,0.4943105153819946,RandomForest,RandomForest,False,0.25755348454904964
0,False,False,0.34225732536068193,False,0.3113895081873591,False,0.4959794978939121,RandomForest,RandomForest,False,0.3113895081873591
0,False,False,0.3304317394724696,False,0.2592884295786773,False,0.4979932194928515,RandomForest,RandomForest,False,0.2592884295786773
0,False,False,0.34575821078013824,False,0.29891771054154953,False,0.4964042231773732,RandomForest,RandomForest,False,0.29891771054154953
2,True,True,0.643290450211877,True,0.7569169719169719,True,0.5028926062232149,RandomForest,RandomForest,True,0.7569169719169719
0,True,False,0.2818820267750957,False,0.2764146423282635,False,0.493055487557693,RandomForest,RandomForest,False,0.2764146423282635
1,True,True,0.712384802100379,True,0.9464788732394366,True,0.999999671670066,RandomForest,RandomForest,True,0.9464788732394366
0,False,False,0.3712350876546404,False,0.3915926095896204,False,0.4955263782570222,RandomForest,RandomForest,False,0.3915926095896204
0,False,False,0.3987317511749212,False,0.24907711703007065,False,0.4960248641670529,RandomForest,RandomForest,False,0.24907711703007065
0,True,False,0.3661479648654307,False,0.3276836867443923,False,0.4942061556450174,RandomForest,RandomForest,False,0.3276836867443923
6,False,True,0.948587779170396,True,0.8447464815885869,True,0.5112092744270604,RandomForest,RandomForest,True,0.8447464815885869
0,False,False,0.3973662025166578,False,0.3212545103969132,False,0.4951794199407297,RandomForest,RandomForest,False,0.3212545103969132
0,False,False,0.3568455538943185,False,0.309621697165127,False,0.4948292899503954,RandomForest,RandomForest,False,0.309621697165127
0,False,False,0.388011918562206,False,0.29867860567376303,False,0.4965741906950477,RandomForest,RandomForest,False,0.29867860567376303
2,False,True,0.8010166199058363,True,0.8551839826839827,True,0.5232338609796814,RandomForest,RandomForest,True,0.8551839826839827
2,True,True,0.6768454208613863,True,0.6811904761904761,True,0.50373971976907,RandomForest,RandomForest,True,0.6811904761904761
0,False,False,0.3212356244923326,False,0.3011311496738662,False,0.4956733885150284,RandomForest,RandomForest,False,0.3011311496738662
0,False,False,0.4183011123531871,False,0.2431688508660197,False,0.4951263280689492,RandomForest,RandomForest,False,0.2431688508660197
0,False,False,0.3304317394724696,False,0.3170101051352913,False,0.4942107833925765,RandomForest,RandomForest,False,0.3170101051352913
0,False,False,0.3818326490781607,False,0.3129722182735597,False,0.4956422099960679,RandomForest,RandomForest,False,0.3129722182735597
0,False,False,0.4225944925203647,False,0.27975435186485,False,0.4963567551990872,RandomForest,RandomForest,False,0.27975435186485
0,False,False,0.3918051985144737,False,0.37162603224867374,False,0.4949261907132727,RandomForest,RandomForest,False,0.37162603224867374
0,False,False,0.4185614415401549,False,0.3347550728138964,False,0.4946056548539585,RandomForest,RandomForest,False,0.3347550728138964
