rfc,moa,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
16,0,False,False,0.2797084396916327,False,0.20555555555555555,False,0.4892175743292242,Voting,Voting,False,0.2797084396916327
8,0,False,False,0.16436079513979873,False,0.0,False,0.4900282915880251,Voting,Voting,False,0.16436079513979873
55,0,True,False,0.2001202485269724,True,0.6730952380952381,False,0.000978567107434802,RandomForest,Voting,False,0.2001202485269724
36,0,False,False,0.1824300254363652,False,0.5,False,0.013143228213082482,Voting,Voting,False,0.1824300254363652
29,0,False,False,0.17706168385914434,False,0.0,False,0.0076243384008849785,Voting,Voting,False,0.17706168385914434
6,0,False,False,0.1634211524360091,False,0.0,False,0.06103823113570396,Voting,Voting,False,0.1634211524360091
13,1,False,False,0.17316392170653125,False,0.0,False,0.09612606292224243,Voting,Voting,False,0.17316392170653125
125,6,False,True,0.8685830950488843,True,1.0,True,0.9256110640080132,Voting,Voting,True,0.8685830950488843
11,0,False,False,0.16586085923187274,False,0.021428571428571432,False,0.04908169331208366,Voting,Voting,False,0.16586085923187274
269,2,False,True,0.6104883435252448,False,0.2,False,0.23154005224409,Voting,Voting,True,0.6104883435252448
7,0,False,False,0.16388487129940232,False,0.14523809523809522,False,0.4912863785380407,Voting,Voting,False,0.16388487129940232
15,0,False,False,0.234693361620568,False,0.0,False,0.019101171134031283,Voting,Voting,False,0.234693361620568
14,1,False,False,0.1737164292413282,False,0.0,False,0.09670424790683864,Voting,Voting,False,0.1737164292413282
26,0,False,False,0.17493617957911392,False,0.2219047619047619,False,0.4899012131328805,Voting,Voting,False,0.17493617957911392
15,0,False,False,0.234693361620568,False,0.0,False,0.019101171134031283,Voting,Voting,False,0.234693361620568
8,0,False,False,0.16436079513979873,False,0.0,False,0.4900282915880251,Voting,Voting,False,0.16436079513979873
9,0,False,False,0.16484882682847005,False,0.0,False,0.033903843133607704,Voting,Voting,False,0.16484882682847005
56,3,False,False,0.2527672635764069,False,0.0,False,0.07447040493748862,Voting,Voting,False,0.2527672635764069
36,0,False,False,0.1824300254363652,False,0.5,False,0.013143228213082482,Voting,Voting,False,0.1824300254363652
3,0,False,False,0.1621043002008288,False,0.0,False,0.051270042408421035,Voting,Voting,False,0.1621043002008288
114,5,False,True,0.8147401737798199,True,0.8,True,0.7979771977486841,Voting,Voting,True,0.8147401737798199
5,0,False,False,0.1629697425369046,False,0.0,False,0.016629215003443942,Voting,Voting,False,0.1629697425369046
12,0,False,False,0.16638469955080334,False,0.050202020202020206,False,0.05725702787911571,Voting,Voting,False,0.16638469955080334
6,0,False,False,0.1634211524360091,False,0.0,False,0.06103823113570396,Voting,Voting,False,0.1634211524360091
17,0,False,False,0.2108462014319928,False,0.0,False,0.06608189008936041,Voting,Voting,False,0.2108462014319928
2,1,False,False,0.16789899682814158,False,0.0,False,0.05113656243285041,Voting,Voting,False,0.16789899682814158
6,0,False,False,0.1634211524360091,False,0.0,False,0.06103823113570396,Voting,Voting,False,0.1634211524360091
25,0,False,False,0.1742507086038307,False,0.12595238095238095,False,0.4875626433235097,Voting,Voting,False,0.1742507086038307
116,0,False,False,0.3072388571525108,False,0.0,False,0.05343213990582151,Voting,Voting,False,0.3072388571525108
4,0,False,False,0.4663074355888927,True,0.8929466848753941,True,0.5124367856535383,Voting,Voting,False,0.4663074355888927
4,2,False,False,0.1831473058779096,False,0.0,False,0.07882099067889889,Voting,Voting,False,0.1831473058779096
22,0,False,False,0.17226308193815407,False,0.4138095238095237,False,0.07850618591656815,Voting,Voting,False,0.17226308193815407
27,1,False,False,0.18197739087987427,False,0.0,False,0.08194403647772111,Voting,Voting,False,0.18197739087987427
20,1,False,False,0.17728155863461195,False,0.0,False,0.10674913915370096,Voting,Voting,False,0.17728155863461195
156,5,False,True,0.5502608957256977,False,0.2,False,0.21392015442861248,Voting,Voting,True,0.5502608957256977
57,1,False,False,0.20904914946799305,False,0.0,False,0.08157677557108381,Voting,Voting,False,0.20904914946799305
163,5,False,True,0.5583291956441809,False,0.1,False,0.06778768504327598,Voting,Voting,True,0.5583291956441809
73,0,False,False,0.2220084164438462,False,0.175,False,0.06530686929646784,Voting,Voting,False,0.2220084164438462
43,0,False,False,0.18839186840070726,True,0.7,False,0.4769196815971049,Voting,Voting,False,0.18839186840070726
13,0,False,False,0.16692032684616676,False,0.0,False,0.06819399067861863,Voting,Voting,False,0.16692032684616676
63,1,False,True,0.5493666302740331,True,0.6,False,0.26230940925200835,AdaBoost,Voting,True,0.5493666302740331
105,3,False,True,0.6814121652761971,True,0.7633333333333333,True,0.9232512304614664,Voting,Voting,True,0.6814121652761971
54,0,False,False,0.1990642828031312,True,0.6730952380952381,False,0.000539702649387155,Voting,Voting,False,0.1990642828031312
60,1,False,False,0.21246488673609412,False,0.0,False,0.24853422923949786,Voting,Voting,False,0.21246488673609412
56,2,False,False,0.22371691951110315,False,0.0,False,0.054455038134585416,Voting,Voting,False,0.22371691951110315
47,1,False,False,0.19867488320000715,False,0.0,False,0.06422224074181941,Voting,Voting,False,0.19867488320000715
67,0,False,False,0.2140576102701601,False,0.0,False,0.03493173630376823,Voting,Voting,False,0.2140576102701601
55,1,False,False,0.20685306976326606,False,0.0,False,0.05850046085534327,Voting,Voting,False,0.20685306976326606
5,1,False,False,0.1691837772591656,False,0.0,False,0.0756784133840853,Voting,Voting,False,0.1691837772591656
35,0,False,False,0.18162751738279007,False,0.0,False,0.008616704472811043,Voting,Voting,False,0.18162751738279007
4,2,False,False,0.1651141247510383,False,0.08937500000000001,False,0.11496787575069065,Voting,Voting,False,0.1651141247510383
41,0,False,False,0.20082603080915865,False,0.0,False,0.05661846914650597,Voting,Voting,False,0.20082603080915865
7,0,False,False,0.16520189665619114,False,0.29392857142857143,False,0.0369220687405628,Voting,Voting,False,0.16520189665619114
10,0,False,False,0.16766940659042018,False,0.0,False,0.11467327608547075,Voting,Voting,False,0.16766940659042018
3,1,False,False,0.15878347802336112,False,0.0,False,0.10118104191824816,Voting,Voting,False,0.15878347802336112
24,1,False,False,0.17721388468018628,False,0.0,False,0.1080886332371354,Voting,Voting,False,0.17721388468018628
35,0,False,False,0.1933477910731405,False,0.4666666666666666,False,0.0948111344614561,Voting,Voting,False,0.1933477910731405
2,0,False,False,0.1614064479986576,False,0.0,False,0.006290020339882015,Voting,Voting,False,0.1614064479986576
31,1,False,False,0.18484059753059548,False,0.0,False,0.09904399040098576,Voting,Voting,False,0.18484059753059548
10,0,False,False,0.16766940659042018,False,0.0,False,0.11467327608547075,Voting,Voting,False,0.16766940659042018
99,3,False,True,0.6796387989383202,True,0.6047619047619047,True,0.7836040106994074,Voting,Voting,True,0.6796387989383202
43,1,False,False,0.1996058166604661,False,0.0,False,0.09228193802907904,Voting,Voting,False,0.1996058166604661
37,0,False,False,0.1957834482570132,False,0.4928571428571429,False,0.05654786046850814,Voting,Voting,False,0.1957834482570132
72,1,False,False,0.4674405916388444,False,0.3,False,0.4989048599459081,Voting,Voting,False,0.4674405916388444
20,0,False,False,0.17687051986991262,False,0.0,False,0.07555533597934,Voting,Voting,False,0.17687051986991262
52,1,False,False,0.21214514975367565,False,0.0,False,0.09428556209684856,Voting,Voting,False,0.21214514975367565
67,1,False,False,0.458418853489264,True,0.6183333333333333,False,0.4978838811677973,Voting,Voting,False,0.458418853489264
22,0,False,False,0.17888473969318208,False,0.39,False,0.04054845614529011,Voting,Voting,False,0.17888473969318208
4,0,False,False,0.4636423380389554,True,0.9059915519407952,True,0.5114132580805202,Voting,Voting,False,0.4636423380389554
8,3,False,False,0.18663236331870026,False,0.0,False,0.14157776900920585,Voting,Voting,False,0.18663236331870026
3,0,False,False,0.16213303449312524,False,0.0,False,0.012965155058330395,Voting,Voting,False,0.16213303449312524
55,0,False,True,0.5120288198931844,True,0.9466047024870556,True,0.5147138088009331,Voting,Voting,True,0.6206727905416523
2,0,False,False,0.1614064479986576,False,0.0,False,0.006290020339882015,Voting,Voting,False,0.1614064479986576
44,1,False,False,0.2009350684200213,False,0.0,False,0.09228193802907904,Voting,Voting,False,0.2009350684200213
22,0,False,False,0.17888473969318208,False,0.39,False,0.04054845614529011,Voting,Voting,False,0.17888473969318208
3,0,False,False,0.16213303449312524,False,0.0,False,0.012965155058330395,Voting,Voting,False,0.16213303449312524
82,0,False,False,0.2681371227868861,False,0.0,False,0.08694044762930954,Voting,Voting,False,0.2681371227868861
16,1,False,False,0.1693869112392893,False,0.0,False,0.10462848135595247,Voting,Voting,False,0.1693869112392893
13,0,False,False,0.21789362305366056,False,0.3110714285714286,False,0.04026970694007765,Voting,Voting,False,0.21789362305366056
5,0,False,False,0.16363532237712156,False,0.0,False,0.4836382083934773,Voting,Voting,False,0.16363532237712156
16,0,False,False,0.1730139830335641,False,0.0,False,0.03006177975232332,Voting,Voting,False,0.1730139830335641
2,0,False,False,0.1614064479986576,False,0.0,False,0.006290020339882015,Voting,Voting,False,0.1614064479986576
181,4,False,True,0.5858626875397664,False,0.0,False,0.08878365545829918,Voting,Voting,True,0.5858626875397664
38,0,False,False,0.19702258200255765,False,0.1,False,0.05654786046850814,Voting,Voting,False,0.19702258200255765
37,0,False,False,0.1957834482570132,False,0.4928571428571429,False,0.05654786046850814,Voting,Voting,False,0.1957834482570132
8,0,False,False,0.1660088692861056,False,0.0,False,0.0377430597223684,Voting,Voting,False,0.1660088692861056
120,0,False,False,0.3701749672268443,False,0.0,False,0.13009298989623366,Voting,Voting,False,0.3701749672268443
4,0,False,False,0.4636423380389554,True,0.9059915519407952,True,0.5114132580805202,Voting,Voting,False,0.4636423380389554
56,0,False,True,0.5552105289319785,True,1.0,True,0.9988646820636384,Voting,Voting,True,0.5552105289319785
33,0,False,False,0.2743019305994943,False,0.0,False,0.12454688137625244,Voting,Voting,False,0.2743019305994943
57,10,False,False,0.449899613367584,False,0.0,False,0.12393533818255024,Voting,Voting,False,0.449899613367584
107,4,False,True,0.7500606284789114,True,1.0,True,0.6381806934410436,Voting,Voting,True,0.7500606284789114
48,0,False,False,0.2102150747516007,False,0.09333333333333334,True,0.5004042820921896,Voting,Voting,False,0.2102150747516007
72,6,False,False,0.4360596836591862,False,0.0,False,0.11184654400378988,Voting,Voting,False,0.4360596836591862
1,0,False,False,0.1606964883459635,False,0.0,False,0.0029286328397120512,Voting,Voting,False,0.1606964883459635
443,8,False,True,0.6622406547279799,False,0.5,False,0.3790918412272861,Voting,Voting,True,0.6622406547279799
20,0,False,False,0.17687051986991262,False,0.0,False,0.07555533597934,Voting,Voting,False,0.17687051986991262
6,0,False,False,0.18822018377266128,False,0.0,False,0.484321859348464,Voting,Voting,False,0.18822018377266128
17,0,False,False,0.17395644247335226,False,0.0,False,0.4894660942778349,Voting,Voting,False,0.17395644247335226
48,0,False,False,0.2102150747516007,False,0.09333333333333334,True,0.5004042820921896,Voting,Voting,False,0.2102150747516007
2,0,False,False,0.1651193681023804,False,0.0,False,0.012305591776616895,Voting,Voting,False,0.1651193681023804
39,0,False,False,0.1978940653832312,False,0.0,False,0.023882790060876253,Voting,Voting,False,0.1978940653832312
94,0,False,False,0.2822458648327844,False,0.0,False,0.11883419392131588,Voting,Voting,False,0.2822458648327844
8,0,False,False,0.24334507564759275,False,0.0,False,0.4885390149283712,Voting,Voting,False,0.24334507564759275
16,0,False,False,0.17553067290694824,False,0.0,False,0.040145036064434085,Voting,Voting,False,0.17553067290694824
17,2,False,False,0.18284273685175226,False,0.0,False,0.09176689069612208,Voting,Voting,False,0.18284273685175226
26,0,False,False,0.2678004048696884,False,0.0,False,0.023642257451889668,Voting,Voting,False,0.2678004048696884
29,0,False,False,0.18738379877599368,False,0.07373737373737374,False,0.4916787126239233,Voting,Voting,False,0.18738379877599368
31,0,False,False,0.18938856840826146,False,0.0,False,0.024231119811952816,Voting,Voting,False,0.18938856840826146
156,4,False,True,0.5296161971444443,False,0.1,False,0.06890823497859158,Voting,Voting,True,0.5296161971444443
47,0,False,False,0.4571984196603867,True,0.5000000000000001,False,0.03727904299852276,Voting,Voting,False,0.4571984196603867
46,0,False,False,0.20599031255389544,False,0.2,False,0.0941828022262481,Voting,Voting,False,0.20599031255389544
5,0,False,False,0.16713535046995476,False,0.0,False,0.4855052900233207,Voting,Voting,False,0.16713535046995476
70,11,False,False,0.479660381320818,False,0.0,False,0.18050941116806493,Voting,Voting,False,0.479660381320818
38,0,False,False,0.19678789038113012,False,0.4633333333333334,False,0.02379215088649762,Voting,Voting,False,0.19678789038113012
43,1,False,False,0.20105701640916396,False,0.0,False,0.09238268830311423,Voting,Voting,False,0.20105701640916396
2,0,False,False,0.1651193681023804,False,0.0,False,0.012305591776616895,Voting,Voting,False,0.1651193681023804
6,1,False,False,0.16659726508853234,False,0.013333333333333329,False,0.1671016636243034,Voting,Voting,False,0.16659726508853234
4,0,False,False,0.4692954344191007,True,0.9156515835856316,True,0.5122648634046881,Voting,Voting,False,0.4692954344191007
70,1,False,True,0.5711296627420835,True,1.0,True,0.6924673133561595,Voting,Voting,True,0.5711296627420835
13,0,False,False,0.2207078083793812,False,0.0,False,0.4886642725509802,Voting,Voting,False,0.2207078083793812
2,0,False,False,0.1651193681023804,False,0.0,False,0.012305591776616895,Voting,Voting,False,0.1651193681023804
111,1,False,False,0.32133973325754617,False,0.0,False,0.06856195109204022,Voting,Voting,False,0.32133973325754617
1,0,False,False,0.16447452427278605,False,0.0,False,0.007882951876442876,Voting,Voting,False,0.16447452427278605
73,5,False,False,0.3914144874558119,False,0.0,False,0.10119729156084596,Voting,Voting,False,0.3914144874558119
3,0,False,False,0.16577787115138787,False,0.0,False,0.013148339330483393,Voting,Voting,False,0.16577787115138787
24,2,False,False,0.18899610701927289,False,0.0,False,0.06758099170215938,Voting,Voting,False,0.18899610701927289
10,0,False,False,0.17075981906030546,False,0.0,False,0.021395619821632683,Voting,Voting,False,0.17075981906030546
24,0,False,True,0.5159161646594281,True,0.5833333333333333,False,0.4752152144926749,AdaBoost,AdaBoost,False,0.4752152144926749
4,0,False,False,0.4692954344191007,True,0.9156515835856316,True,0.5122648634046881,Voting,Voting,False,0.4692954344191007
1,0,False,False,0.16447452427278605,False,0.0,False,0.007882951876442876,Voting,Voting,False,0.16447452427278605
6,0,False,False,0.19164361176301947,False,0.11745915032679735,False,0.4841460731811829,Voting,Voting,False,0.19164361176301947
25,1,False,False,0.1821396726522692,False,0.0,False,0.09585021989972156,Voting,Voting,False,0.1821396726522692
2,0,False,False,0.1651193681023804,False,0.0,False,0.012305591776616895,Voting,Voting,False,0.1651193681023804
4,0,False,False,0.4692954344191007,True,0.9156515835856316,True,0.5122648634046881,Voting,Voting,False,0.4692954344191007
9,0,False,False,0.17000897078130994,False,0.0,False,0.021157934815681147,Voting,Voting,False,0.17000897078130994
21,0,False,False,0.17984703512469713,False,0.0,False,0.09935477102365216,Voting,Voting,False,0.17984703512469713
1,0,False,False,0.16447452427278605,False,0.0,False,0.007882951876442876,Voting,Voting,False,0.16447452427278605
36,8,False,False,0.4528079414977284,False,0.0,False,0.2111081043721026,Voting,Voting,False,0.4528079414977284
23,1,False,False,0.18028823811469485,False,0.0,False,0.1303968510420619,Voting,Voting,False,0.18028823811469485
4,0,False,False,0.4692954344191007,True,0.9156515835856316,True,0.5122648634046881,Voting,Voting,False,0.4692954344191007
24,0,False,True,0.5159161646594281,True,0.5833333333333333,False,0.4752152144926749,AdaBoost,AdaBoost,False,0.4752152144926749
26,1,False,False,0.18308405002876305,False,0.0,False,0.0966955163694851,Voting,Voting,False,0.18308405002876305
2,0,False,False,0.1651193681023804,False,0.0,False,0.012305591776616895,Voting,Voting,False,0.1651193681023804
41,3,False,False,0.2290418201317473,False,0.0,False,0.03190785611987092,Voting,Voting,False,0.2290418201317473
15,0,False,False,0.1747042659369172,False,0.0,False,0.4921831939140999,Voting,Voting,False,0.1747042659369172
76,4,False,False,0.3332933804717956,False,0.0,False,0.2691718050462214,Voting,Voting,False,0.3332933804717956
47,1,False,False,0.2058275863099374,False,0.0,False,0.09130953279423602,Voting,Voting,False,0.2058275863099374
38,1,False,False,0.19539002545373133,False,0.0,False,0.09217023585212156,Voting,Voting,False,0.19539002545373133
4,0,False,False,0.4512259804288493,True,0.9225745030446908,True,0.5129013564297074,Voting,Voting,False,0.4512259804288493
26,0,False,False,0.16176966779347474,False,0.0,False,0.4903176446426068,Voting,Voting,False,0.16176966779347474
17,0,False,False,0.1548753020539728,False,0.0,False,0.4877461449841785,Voting,Voting,False,0.1548753020539728
9,0,False,False,0.1495848245096124,False,0.17373015873015876,False,0.06623854196854942,Voting,Voting,False,0.1495848245096124
39,3,False,False,0.22715827234255895,False,0.0,False,0.09038084131174624,Voting,Voting,False,0.22715827234255895
187,1,False,True,0.561189336493258,False,0.0,False,0.018063334716801285,Voting,Voting,True,0.561189336493258
73,4,False,False,0.35466411308887463,False,0.0,False,0.0980371238584156,Voting,Voting,False,0.35466411308887463
10,4,False,False,0.2679801659404973,False,0.0,False,0.08222138647998259,Voting,Voting,False,0.2679801659404973
4,0,False,False,0.4512259804288493,True,0.9225745030446908,True,0.5129013564297074,Voting,Voting,False,0.4512259804288493
1,0,False,False,0.145132165390621,False,0.0,False,0.024972966317295744,Voting,Voting,False,0.145132165390621
44,0,False,False,0.17853860068674787,False,0.19047619047619047,False,0.1463597576078618,Voting,Voting,False,0.17853860068674787
540,12,False,True,0.6645193511259738,False,0.5,False,0.1744525983764514,Voting,Voting,True,0.6645193511259738
28,1,False,False,0.16810653419276592,False,0.0,False,0.13224080436407185,Voting,Voting,False,0.16810653419276592
5,0,False,False,0.14724940742109446,False,0.0,False,0.4847499621969517,Voting,Voting,False,0.14724940742109446
69,2,False,False,0.483364873161541,False,0.34444444444444444,False,0.3495501157282204,Voting,Voting,False,0.483364873161541
14,0,False,False,0.15279699579501635,False,0.0,False,0.037963749196526786,Voting,Voting,False,0.15279699579501635
41,9,False,True,0.5037770337702452,False,0.1,False,0.19362393979733286,Voting,Voting,True,0.5037770337702452
12,0,False,False,0.18851094368995933,False,0.0,False,0.03760733348351627,Voting,Voting,False,0.18851094368995933
42,10,False,True,0.5081044677097847,False,0.0,False,0.11821113692612716,Voting,Voting,True,0.5081044677097847
47,1,False,False,0.1866389512144967,False,0.0,False,0.12506459507744108,Voting,Voting,False,0.1866389512144967
10,1,False,False,0.15474423098319318,False,0.0,False,0.1740736107518291,Voting,Voting,False,0.15474423098319318
10,0,False,False,0.1502016338092905,False,0.0,False,0.4885612845395793,Voting,Voting,False,0.1502016338092905
4,0,False,False,0.4512259804288493,True,0.9225745030446908,True,0.5129013564297074,Voting,Voting,False,0.4512259804288493
12,0,False,False,0.18851094368995933,False,0.0,False,0.03760733348351627,Voting,Voting,False,0.18851094368995933
30,4,False,False,0.2831314898210089,False,0.0,False,0.07911535337008986,Voting,Voting,False,0.2831314898210089
12,0,False,False,0.18851094368995933,False,0.0,False,0.03760733348351627,Voting,Voting,False,0.18851094368995933
53,13,False,True,0.5271310803975382,False,0.0,False,0.1750672924776028,Voting,Voting,True,0.5271310803975382
38,4,False,False,0.2924059725399989,False,0.0,False,0.07309049564794932,Voting,Voting,False,0.2924059725399989
72,9,False,True,0.5287175214155376,False,0.1,False,0.13891865770357195,Voting,Voting,True,0.5287175214155376
