max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
1,False,False,0.3269278550452532,False,0.4851688174884419,True,0.5001651428656955,Voting,Voting,False,0.3269278550452532
1,False,False,0.33535316987638786,False,0.4913601689315975,False,0.499228705756052,Voting,Voting,False,0.33535316987638786
14,True,True,0.9731034857879056,True,1.0,True,0.990565926934167,Voting,Voting,True,0.9731034857879056
2,False,False,0.22829454734641985,False,0.0,False,0.4917727608894114,Voting,Voting,False,0.22829454734641985
1,False,False,0.3590036494810824,False,0.4804469862336768,False,0.49949638989423,Voting,Voting,False,0.3590036494810824
2,False,False,0.19020381447214785,False,0.0,False,0.4888016481783185,Voting,Voting,False,0.19020381447214785
6,False,True,0.5538086675905122,False,0.0,False,0.1888198700049976,Voting,Voting,True,0.5538086675905122
1,False,False,0.3727066203150957,False,0.4846700373904739,False,0.4999149672560806,Voting,Voting,False,0.3727066203150957
1,False,False,0.37116356623138697,True,0.5134016178654269,True,0.5007344584193605,Voting,Voting,False,0.37116356623138697
2,False,False,0.20624493434074329,False,0.0,False,0.04671157309749797,Voting,Voting,False,0.20624493434074329
1,False,False,0.3447186577764241,False,0.4676539059031754,True,0.500024737911916,Voting,Voting,False,0.3447186577764241
1,False,False,0.3451851924883354,True,0.5283779495021437,False,0.4993549986627802,Voting,Voting,False,0.3451851924883354
2,False,False,0.2392840034932893,False,0.0573109243697479,False,0.4807885060173053,Voting,Voting,False,0.2392840034932893
1,False,False,0.3438303519845772,False,0.4814470631703428,False,0.4999695910070537,Voting,Voting,False,0.3438303519845772
3,False,False,0.39751405544477897,False,0.4200000000000001,False,0.4981052356296761,Voting,Voting,False,0.39751405544477897
1,False,False,0.377808687012783,True,0.52533977899035,False,0.4994730286150845,Voting,Voting,False,0.377808687012783
2,False,False,0.2259178902467007,False,0.3208273889852837,False,0.4900111257312374,Voting,Voting,False,0.2259178902467007
3,False,False,0.3929963059937713,True,0.6824824521883347,False,0.4961116488173464,Voting,Voting,False,0.3929963059937713
1,False,False,0.33626549987574056,False,0.4413279454284931,False,0.4992301652345678,Voting,Voting,False,0.33626549987574056
5,False,True,0.8140235168641965,True,0.935,True,0.8105403937432569,Voting,Voting,True,0.8140235168641965
2,False,False,0.1947064011865707,False,0.03080026455026455,False,0.4810288375435714,Voting,Voting,False,0.1947064011865707
1,False,False,0.3070970629569741,True,0.5337814263791044,True,0.5010492623411245,Voting,Voting,False,0.3070970629569741
1,False,False,0.3754038386924741,False,0.4610485253649338,True,0.5004203699303119,Voting,Voting,False,0.3754038386924741
2,False,False,0.2416202414518596,False,0.10390866873065016,False,0.0419474441802772,Voting,Voting,False,0.2416202414518596
0,False,False,0.2054842085300752,False,0.2081665977153544,False,0.10822904580992017,Voting,Voting,False,0.2054842085300752
