wmc,rfc,loc,cam,amc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
3,26,230,0.666666667,75.66666667,False,False,0.4990164175251321,True,0.7,False,0.2,Voting
2,3,31,0.75,12.0,False,False,0.05961002855729181,False,0.0,False,0.14285714285714285,Voting
5,9,88,0.8,14.8,True,False,0.09407352664790282,False,0.0,False,0.29999999999999993,Voting
6,13,225,0.4166666670000001,36.16666667,False,True,0.7920170867185025,False,0.5,False,0.179128784747792,Voting
3,7,30,0.5555555560000001,8.666666667000001,True,False,0.08045696780808742,False,0.2,False,0.29999999999999993,Voting
8,52,509,0.291666667,60.75,True,True,0.9956514987192424,True,0.9,True,0.9999999999999998,Voting
1,1,1,1.0,0.0,False,False,0.07063849971358288,False,0.0,False,2.2204460492503185e-16,Voting
6,26,184,0.433333333,29.5,False,False,0.3916444538544275,False,0.3,False,0.29999999999999993,Voting
2,2,2,0.833333333,0.0,False,False,0.054103617617805036,False,0.0,False,2.2204460492503185e-16,Voting
5,26,430,0.6,85.0,True,True,0.6226533236550309,True,0.8,False,0.29999999999999993,Voting
2,20,81,0.75,39.5,False,False,0.05501407730386429,False,0.3,False,0.2,Voting
7,41,217,0.333333333,29.28571429,False,True,0.9794032661570902,True,0.7,True,0.8,Voting
4,7,48,0.625,8.5,False,False,0.41697831006989533,True,0.9,True,0.7,Voting
5,22,167,0.44,32.2,False,False,0.2354454932897341,False,0.2,False,0.5,Voting
2,3,51,1.0,21.5,False,False,0.05578761635556075,False,0.3,False,4.967053706610929e-09,Voting
7,51,590,0.333333333,81.0,True,True,0.9936254533570086,True,1.0,True,0.9999999999999998,Voting
6,9,116,0.4,17.16666667,False,False,0.1661282377756027,False,0.5,False,0.5,Voting
2,2,2,0.75,0.0,False,False,0.052076048189077885,False,0.0,False,2.2204460492503185e-16,Voting
5,11,64,0.6,11.6,False,False,0.10160746663041552,True,0.8,True,0.7,Voting
2,3,16,0.666666667,6.5,False,False,0.07830766833474052,False,0.0,False,2.2204460492503185e-16,Voting
4,10,55,0.333333333,11.25,True,False,0.426079626404277,True,0.6,False,0.5,RandomForest
3,25,172,0.5555555560000001,56.33333333,True,False,0.4272548862723744,False,0.3,False,0.2500000000000001,Voting
4,4,4,0.666666667,0.0,False,False,0.08617956850016423,False,0.3,False,2.2204460492503185e-16,Voting
7,14,34,0.14285714300000002,3.857142857,False,False,0.27589064511718625,False,0.2,True,0.5550055679356353,Voting
1,2,5,1.0,4.0,False,False,0.05816722236434525,False,0.0,False,2.2204460492503185e-16,Voting
4,9,114,0.5,25.75,True,False,0.14206830808442414,True,0.7,False,0.5,RandomForest
13,75,390,0.240384615,28.46153846,True,True,0.9747139253458836,True,0.8,True,0.7,Voting
1,1,1,1.0,0.0,False,False,0.059749908233489135,False,0.0,False,2.2204460492503185e-16,Voting
2,3,16,0.666666667,6.5,False,False,0.08496969719556759,False,0.0,False,2.2204460492503185e-16,Voting
32,167,2353,0.267857143,71.5625,True,True,0.9999999999999952,True,1.0,True,0.9999999999999998,Voting
2,20,72,1.0,35.0,False,False,0.04032734491213817,False,0.2,False,0.10000000000000002,Voting
2,3,16,0.666666667,6.5,False,False,0.07779122628883743,False,0.0,False,2.2204460492503185e-16,Voting
2,3,16,0.666666667,6.5,False,False,0.07005062172950931,False,0.0,False,2.2204460492503185e-16,Voting
7,50,693,0.333333333,95.14285714,True,True,0.9992972283542144,True,1.0,True,0.8999999999999999,Voting
2,2,2,0.666666667,0.0,False,False,0.07830168139235884,False,0.0,False,2.2204460492503185e-16,Voting
3,16,168,0.666666667,55.0,False,False,0.0998241329742264,False,0.2,False,0.3483314773547883,Voting
4,10,151,0.75,36.25,False,False,0.1592646041547334,False,0.4,False,0.5,Voting
1,2,8,1.0,7.0,False,False,0.0416402602399203,False,0.0,False,2.2204460492503185e-16,Voting
1,2,40,1.0,30.0,False,False,0.05424035953437131,False,0.1,False,1.3995372490627637e-06,Voting
6,49,540,0.4,86.5,True,True,0.988114121982238,True,0.8,True,0.6000000000000001,Voting
6,9,92,0.4,13.5,False,True,0.5251801000371327,True,0.6,True,0.6202041028867288,Voting
13,35,215,0.33846153799999995,15.46153846,True,True,0.5892652616200683,False,0.3,False,0.44948974278317816,Voting
